condition,encoders,mil,dim,auc,accuracy,f1,balanced_accuracy,n_test,seconds
single,musk,abmil,1024,0.6127906976744186,0.6507936507936508,0.49489795918367346,0.516860465116279,63,14.0
single,musk,transmil,1024,0.5848837209302326,0.6666666666666666,0.4415365132967497,0.5017441860465116,63,8.0
