condition,recall@1,recall@5,recall@10,map,mrr,median_rank,ndcg,n_query,n_database
gcca,0.9972333333333333,0.9999666666666668,1.0,0.9984316666666667,0.9984316666666667,1.0,0.9988308210842676,5000.0,5000.0
autoencoder,0.9786666666666667,0.9982000000000001,0.9994666666666667,0.9876113545536448,0.9876113545536448,1.0,0.9907190412464978,5000.0,5000.0
joint_pca,0.9663333333333334,0.9951666666666666,0.9982666666666667,0.9793183935926589,0.9793183935926589,1.0,0.9843914614027408,5000.0,5000.0
mcca,0.9299333333333334,0.9874999999999999,0.9953333333333334,0.9562392339515492,0.9562392339515492,1.0,0.9668859844122845,5000.0,5000.0
procrustes,0.4783,0.7382666666666666,0.8257,0.5958550976560342,0.5958550976560342,2.5,0.6816368526469182,5000.0,5000.0
unaligned_truncate,0.00023333333333333333,0.0008333333333333334,0.0018666666666666666,0.0018202120027483754,0.0018202120027483754,2455.0833333333335,0.0948951319195222,5000.0,5000.0
unaligned_pca,3.3333333333333335e-05,0.0002,0.0004,0.000827974828138183,0.000827974828138183,3110.1666666666665,0.09004313008625241,5000.0,5000.0
