,gpfm,hoptimus0,virchow2
gpfm,1.0,0.9605008672494884,0.9316489796921851
hoptimus0,0.9605008672494884,1.0,0.9232310368345351
virchow2,0.9316489796921851,0.9232310368345351,1.0
