,gpfm,hoptimus0,virchow2
gpfm,1.0,0.9646622200653019,0.9641964832678145
hoptimus0,0.9646622200653019,1.0,0.9558933823626703
virchow2,0.9641964832678145,0.9558933823626703,1.0
