,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,1.0,0.7393034427435003,0.7612207460588594,0.720115323885211,0.680263808147183,0.7721839243886627
ctranspath,0.7393034427435003,1.0,0.82570893776824,0.7231634143077208,0.7937455524205401,0.8218376221445638
gigapath,0.7612207460588594,0.82570893776824,1.0,0.7540945897685762,0.7624604416061902,0.8641828509358422
keep,0.720115323885211,0.7231634143077208,0.7540945897685762,1.0,0.660343969992937,0.7765092834820365
resnet50,0.680263808147183,0.7937455524205401,0.7624604416061902,0.660343969992937,1.0,0.7505926224287964
uni_v2,0.7721839243886627,0.8218376221445638,0.8641828509358422,0.7765092834820365,0.7505926224287964,1.0
