condition,recall@1,recall@5,recall@10,map,mrr,median_rank,ndcg,n_query,n_database
gcca,0.7991733333333334,0.745668,0.7139646666666667,0.5338932191034521,0.8774706628234495,1.0,0.9129180678215086,5000.0,5000.0
joint_pca,0.7910400000000001,0.7413333333333333,0.7133120000000001,0.5524276464940228,0.8721287615607757,1.0,0.9164038763593929,5000.0,5000.0
mcca,0.7518666666666667,0.7157213333333333,0.693504,0.5307561883555749,0.8487267688478807,1.0,0.9118533601286505,5000.0,5000.0
autoencoder,0.7473933333333334,0.7083826666666667,0.6862826666666667,0.5382063856815461,0.8457134484921673,1.0,0.9129569327824563,5000.0,5000.0
procrustes,0.71176,0.688596,0.6751713333333333,0.5498610917183758,0.821407858171969,1.0,0.9150890354587019,5000.0,5000.0
unaligned_truncate,0.5017066666666666,0.5010773333333334,0.5011146666666666,0.5066941352326554,0.6769096273048069,1.3333333333333333,0.9014524285426976,5000.0,5000.0
unaligned_pca,0.49953333333333333,0.4992293333333333,0.499576,0.5105146165632243,0.659765608892403,1.4666666666666666,0.901389293221309,5000.0,5000.0
