kind,cosine,r2,nmse,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10,retrieval_map,retrieval_mrr,retrieval_median_rank,retrieval_ndcg,retrieval_n_query,retrieval_n_database
cross_model,0.8097262466953913,0.5270785602669513,0.47292143973304873,0.5490666666666667,0.7761666666666667,0.8419666666666666,0.651478538559563,0.651478538559563,1.8333333333333333,0.7237854384689898,5000.0,5000.0
self_roundtrip,0.8922301298266637,0.7245510381264911,0.27544896187350887,0.9424,0.9893333333333333,0.9954666666666666,0.9635664490423741,0.9635664490423741,1.0,0.9723675810886306,5000.0,5000.0
