source,gpfm,hoptimus0,virchow2
gpfm,0.8821199624131987,0.8337474755896405,0.7823844264928879
hoptimus0,0.8203590385571625,0.898428638032982,0.7664117616687955
virchow2,0.8284773978824365,0.8269773799814254,0.8961417890338103
