,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.8632094212033528,0.8310417354409141,0.8939494734248494,0.8713460355057216
Prov-GigaPath,0.8632094212033528,1.0,0.7788335364455874,0.8597032002457037,0.8505843753623821
KEEP,0.8310417354409141,0.7788335364455874,1.0,0.7679661689532165,0.9010391929023572
ResNet50 (ImageNet),0.8939494734248494,0.8597032002457037,0.7679661689532165,1.0,0.7958486578769329
UNI2-h,0.8713460355057216,0.8505843753623821,0.9010391929023572,0.7958486578769329,1.0
