,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.7063471238563268,0.6581700264366858,0.740896389444314,0.6502997287632364
Prov-GigaPath,0.7063471238563268,0.9999999999999998,0.6052116134037132,0.6220875911561451,0.6874909202463984
KEEP,0.6581700264366858,0.6052116134037132,1.0,0.5624428837177186,0.6413198037516025
ResNet50 (ImageNet),0.740896389444314,0.6220875911561451,0.5624428837177186,1.0,0.5420042726062279
UNI2-h,0.6502997287632364,0.6874909202463984,0.6413198037516025,0.5420042726062279,0.9999999999999999
