,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.7403667015451683,0.6858009615115599,0.7926847362762571,0.7536671285407229
Prov-GigaPath,0.7403667015451683,1.0,0.6051810115332558,0.7368113394815501,0.7229402824093215
KEEP,0.6858009615115599,0.6051810115332558,1.0,0.5865998441411923,0.8064329978642399
ResNet50 (ImageNet),0.7926847362762571,0.7368113394815501,0.5865998441411923,1.0,0.6291228919922266
UNI2-h,0.7536671285407229,0.7229402824093215,0.8064329978642399,0.6291228919922266,1.0
