,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.6847317615920905,0.6648689064647509,0.7726722637063788,0.725549393086134
Prov-GigaPath,0.6847317615920905,1.0,0.5678067834502522,0.7079000696731764,0.6887540589607644
KEEP,0.6648689064647509,0.5678067834502522,1.0,0.5750682645194646,0.7805489073751276
ResNet50 (ImageNet),0.7726722637063788,0.7079000696731764,0.5750682645194646,1.0,0.6067592864630064
UNI2-h,0.725549393086134,0.6887540589607644,0.7805489073751276,0.6067592864630064,1.0
