,linear_cka,kernel_cka,svcca,pwcca,procrustes,cosine_rsa,distance_correlation
linear_cka,1.0,0.9515151515151515,0.40606060606060607,0.45454545454545453,0.5393939393939394,0.9030303030303031,0.9515151515151515
kernel_cka,0.9515151515151515,1.0,0.5878787878787879,0.6606060606060606,0.6242424242424243,0.9757575757575757,1.0
svcca,0.40606060606060607,0.5878787878787879,1.0,0.9636363636363636,0.3575757575757576,0.5393939393939394,0.5878787878787879
pwcca,0.45454545454545453,0.6606060606060606,0.9636363636363636,1.0,0.45454545454545453,0.6484848484848484,0.6606060606060606
procrustes,0.5393939393939394,0.6242424242424243,0.3575757575757576,0.45454545454545453,1.0,0.7212121212121212,0.6242424242424243
cosine_rsa,0.9030303030303031,0.9757575757575757,0.5393939393939394,0.6484848484848484,0.7212121212121212,1.0,0.9757575757575757
distance_correlation,0.9515151515151515,1.0,0.5878787878787879,0.6606060606060606,0.6242424242424243,0.9757575757575757,1.0
