,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.7152201310846832,0.6118746403007972,0.7516055667941725,0.6943263571815863
Prov-GigaPath,0.7152201310846832,1.0,0.5416445457977503,0.680235036516019,0.6453329395133548
KEEP,0.6118746403007972,0.5416445457977503,1.0,0.5317056258044379,0.7317226640085415
ResNet50 (ImageNet),0.7516055667941725,0.680235036516019,0.5317056258044379,1.0,0.5771962916848973
UNI2-h,0.6943263571815863,0.6453329395133548,0.7317226640085415,0.5771962916848973,1.0
