,gpfm,hoptimus0,virchow2
gpfm,1.0,0.9540568190295619,0.9418177609950703
hoptimus0,0.9540568190295619,1.0,0.9313203792791597
virchow2,0.9418177609950703,0.9313203792791597,1.0
