,gpfm,hoptimus0,virchow2
gpfm,1.0,0.9240807834165431,0.9361577081088884
hoptimus0,0.9240807834165431,1.0,0.9191016161548674
virchow2,0.9361577081088884,0.9191016161548674,1.0
