model,nmse,r2,cosine
ctranspath,0.13565320895245891,0.8643467910475411,0.9709884198766671
gigapath,0.381470509625792,0.618529490374208,0.9049696956757555
keep,0.18035952251978915,0.8196404774802108,0.9409938918121638
resnet50,0.11116178186928465,0.8888382181307154,0.9881497423395134
uni_v2,0.47239931657804857,0.5276006834219514,0.7902969623102323
