,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.9402685851944647,0.8757056919757963,0.9281712713404464,0.9295159346102392
gigapath,0.9402685851944647,1.0,0.8880868481561067,0.9163697266173152,0.9455809250629349
keep,0.8757056919757963,0.8880868481561067,1.0,0.8511079789320821,0.9040352557854846
resnet50,0.9281712713404464,0.9163697266173152,0.8511079789320821,1.0,0.902279885189433
uni_v2,0.9295159346102392,0.9455809250629349,0.9040352557854846,0.902279885189433,1.0
