source,target,cosine,r2
ctranspath,gigapath,0.8520165609430939,0.40265423446544146
ctranspath,keep,0.7866836206377804,0.3609041725708657
ctranspath,resnet50,0.9637582621907369,0.6563497997429388
ctranspath,uni_v2,0.6895647362562356,0.311839812679781
gigapath,ctranspath,0.9261839373123811,0.6612262696692679
gigapath,keep,0.8016660587896751,0.423435137140854
gigapath,resnet50,0.9586725449571093,0.6112674555460882
gigapath,uni_v2,0.7082271290683908,0.3620620565112419
keep,ctranspath,0.885141454942056,0.4780914209113588
keep,gigapath,0.8225998187663451,0.2917914682938375
keep,resnet50,0.9416848740437905,0.45149964735829173
keep,uni_v2,0.6749291286526209,0.290134120405489
resnet50,ctranspath,0.9122030624413718,0.5978749636375118
resnet50,gigapath,0.8305290762824955,0.3179692973263918
resnet50,keep,0.7393484698952456,0.24275512618462447
resnet50,uni_v2,0.6358544562352572,0.21343950923608246
uni_v2,ctranspath,0.9197260231247173,0.6320706012576024
uni_v2,gigapath,0.8584456529639335,0.43283535833803466
uni_v2,keep,0.8275611330491973,0.49332744389590044
uni_v2,resnet50,0.9551129692290558,0.5766968782033965
