,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.8701004418202063,0.7525855315696703,0.8233467766356686,0.8490783840208773
gigapath,0.8701004418202063,1.0,0.7736940632135617,0.795746121351736,0.8769736385215888
keep,0.7525855315696703,0.7736940632135617,1.0,0.6893087779055697,0.8015749237063594
resnet50,0.8233467766356686,0.795746121351736,0.6893087779055697,1.0,0.7695025722446796
uni_v2,0.8490783840208773,0.8769736385215888,0.8015749237063594,0.7695025722446796,1.0
