model,nmse,r2,cosine
gpfm,0.4155112321409085,0.5844887678590915,0.786690641859458
hoptimus0,0.45006889010388523,0.5499311098961148,0.767001276649709
virchow,0.2142436072512984,0.7857563927487016,0.9447812283578721
virchow2,0.23118524256789372,0.7688147574321063,0.9092740300617701
