,gpfm,hoptimus0,virchow,virchow2
gpfm,1.0,0.7721333382618831,0.7171617320456313,0.6799252860530841
hoptimus0,0.7721333382618831,1.0,0.7252972712029423,0.7078785348988469
virchow,0.7171617320456313,0.7252972712029423,1.0,0.6812955906697549
virchow2,0.6799252860530841,0.7078785348988469,0.6812955906697549,1.0
