,GPFM,H-optimus-0,Virchow2
GPFM,1.0,0.7343388604053345,0.4650985769153571
H-optimus-0,0.7343388604053345,1.0,0.39163125563983925
Virchow2,0.4650985769153571,0.39163125563983925,0.9999999999999998
