,GPFM,H-optimus-0,Virchow2
GPFM,1.0,0.7808637355764056,0.4785896585953817
H-optimus-0,0.7808637355764056,1.0,0.40596953160659616
Virchow2,0.4785896585953817,0.40596953160659616,1.0
