,GPFM,H-optimus-0,Virchow2
GPFM,0.9999999999999996,0.7435146816563383,0.8254550357600056
H-optimus-0,0.7435146816563383,0.9999999999999998,0.7484256881933501
Virchow2,0.8254550357600056,0.7484256881933501,0.9999999999999994
