,GPFM,H-optimus-0,Virchow2
GPFM,0.9999999999999998,0.5831358345965333,0.6049746205362575
H-optimus-0,0.5831358345965333,0.9999999999999996,0.4765656163914009
Virchow2,0.6049746205362575,0.4765656163914009,0.9999999999999997
