,gpfm,hoptimus0,virchow2
gpfm,1.0,0.8321745375919885,0.8362722741654979
hoptimus0,0.8321745375919885,1.0,0.7776020832065101
virchow2,0.8362722741654979,0.7776020832065101,1.0
