model,nmse,r2,cosine
gpfm,0.31755072037806004,0.6824492796219399,0.8694107026998426
hoptimus0,0.34560989503771056,0.6543901049622894,0.8796815237378739
virchow2,0.3630203601410299,0.6369796398589701,0.8454998401935692
