condition,encoders,mil,dim,auc,accuracy,f1,balanced_accuracy,n_test,seconds
single,musk,abmil,1024,0.5762962962962963,0.75,0.42857142857142855,0.5,60,7.2
single,musk,transmil,1024,0.5392592592592592,0.75,0.42857142857142855,0.5,60,6.8
