model,nmse,r2,cosine
ctranspath,0.23518088871119036,0.7648191112888096,0.9499675086662451
gigapath,0.5592355469770294,0.4407644530229706,0.7157669408468056
keep,0.3072149183445075,0.6927850816554926,0.8876486548691269
resnet50,0.17140568215665697,0.828594317843343,0.9840300017384911
uni_v2,0.5426525279053508,0.4573474720946492,0.7060344343994782
