,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,1.0,0.9177651288842427,0.9247668804932959,0.9132852987108843,0.8644274218051771,0.9319846864946866
ctranspath,0.9177651288842427,1.0,0.9401543456132261,0.9141373846186556,0.911594509067461,0.941055836371921
gigapath,0.9247668804932959,0.9401543456132261,1.0,0.9234353302005073,0.8927804395912209,0.9593963777533572
keep,0.9132852987108843,0.9141373846186556,0.9234353302005073,1.0,0.8551446793974874,0.9367213616640908
resnet50,0.8644274218051771,0.911594509067461,0.8927804395912209,0.8551446793974874,1.0,0.8860254849657823
uni_v2,0.9319846864946866,0.941055836371921,0.9593963777533572,0.9367213616640908,0.8860254849657823,1.0
