model,nmse,r2,cosine
conch_v1,0.10762171485589424,0.8923782851441058,0.9665891057171547
ctranspath,0.21625479941983752,0.7837452005801625,0.9578359085847616
gigapath,0.5093093151987295,0.49069068480127054,0.7671232224851103
keep,0.2881498097963231,0.7118501902036769,0.8981115230917959
resnet50,0.17009857464182335,0.8299014253581767,0.9839829573501508
uni_v2,0.5021646520609072,0.4978353479390928,0.759643810779142
