,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,1.0,0.9512202955561393,0.9555860669024059,0.9470554283981691,0.9130344458743923,0.961264894217105
ctranspath,0.9512202955561393,1.0,0.9630008460360486,0.9445992163415518,0.9412465655965324,0.9642678713731175
gigapath,0.9555860669024059,0.9630008460360486,1.0,0.9505060862488106,0.9299557119162365,0.9749004272178743
keep,0.9470554283981691,0.9445992163415518,0.9505060862488106,1.0,0.9028638881504293,0.9596378662276753
resnet50,0.9130344458743923,0.9412465655965324,0.9299557119162365,0.9028638881504293,1.0,0.9262974278058439
uni_v2,0.961264894217105,0.9642678713731175,0.9749004272178743,0.9596378662276753,0.9262974278058439,1.0
