kind,cosine,r2,nmse,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10,retrieval_map,retrieval_mrr,retrieval_median_rank,retrieval_ndcg,retrieval_n_query,retrieval_n_database
cross_model,0.701600250510625,0.3930812425727865,0.6069187574272136,0.47013333333333335,0.6930166666666667,0.7618833333333334,0.5720194388219785,0.5720194388219785,1.8333333333333333,0.6555548419192405,5000.0,5000.0
self_roundtrip,0.783581193387792,0.5631253556797784,0.4368746443202216,0.8065,0.93535,0.96165,0.8634795625529623,0.8634795625529623,1.0,0.8943419715537078,5000.0,5000.0
