source,target,cosine,r2
gpfm,hoptimus0,0.5827979492797964,0.29173095210959077
gpfm,virchow,0.8469736768089559,0.5014356798422631
gpfm,virchow2,0.7823083502010628,0.4869346084927879
hoptimus0,gpfm,0.606009795048048,0.33157599707970875
hoptimus0,virchow,0.8429357500488314,0.4899892163696147
hoptimus0,virchow2,0.7760366117257795,0.47509668475167477
virchow,gpfm,0.6057743608225541,0.3238915367634082
virchow,hoptimus0,0.582692745056731,0.28736195115453345
virchow,virchow2,0.7861255076858221,0.49340751598942156
virchow2,gpfm,0.6201796991657459,0.34734569336038934
virchow2,hoptimus0,0.5897705924472902,0.30089311348938497
virchow2,virchow,0.8545744714965684,0.527385833050059
