,gpfm,hoptimus0,virchow,virchow2
gpfm,1.0,0.6756666132238229,0.6704496135322444,0.730429838158689
hoptimus0,0.6756666132238229,1.0,0.6529010527387036,0.6995365209440106
virchow,0.6704496135322444,0.6529010527387036,1.0,0.7296269614062709
virchow2,0.730429838158689,0.6995365209440106,0.7296269614062709,1.0
