,gpfm,hoptimus0,virchow,virchow2
gpfm,1.0,0.8046913225418263,0.8114416544710746,0.8463929824086661
hoptimus0,0.8046913225418263,1.0,0.8026601687357945,0.8248756962302987
virchow,0.8114416544710746,0.8026601687357945,1.0,0.8507166574231736
virchow2,0.8463929824086661,0.8248756962302987,0.8507166574231736,1.0
