kind,cosine,r2,nmse,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10,retrieval_map,retrieval_mrr,retrieval_median_rank,retrieval_ndcg,retrieval_n_query,retrieval_n_database
cross_model,0.8968216082913087,0.6400588200081795,0.3599411799918205,0.6057,0.8356,0.8955,0.7088173412501582,0.7088173412501582,1.0,0.772798355632585,5000.0,5000.0
self_roundtrip,0.9925097270277585,0.9744269991781956,0.025573000821804335,0.9992,1.0,1.0,0.9994816666666666,0.9994816666666666,1.0,0.9996097171433256,5000.0,5000.0
