model,nmse,r2,cosine
conch_v1,0.10185482762215128,0.8981451723778487,0.9668184061218887
ctranspath,0.2017794407073809,0.798220559292619,0.9555354769784387
gigapath,0.5375817711522931,0.4624182288477069,0.7580965606587663
keep,0.288664015033564,0.711335984966436,0.8969358602753124
resnet50,0.16935404109284746,0.8306459589071525,0.9817252213153351
uni_v2,0.5894417282369229,0.41055827176307713,0.7117367469557973
