source,target,cosine,r2
conch_v1,ctranspath,0.924977301909794,0.6624781442638318
conch_v1,gigapath,0.7075071071301082,0.3604629155783744
conch_v1,keep,0.8354126332695038,0.550941463961429
conch_v1,resnet50,0.9650739013953382,0.6731011180859406
conch_v1,uni_v2,0.6691821305296922,0.33626360868848293
ctranspath,conch_v1,0.902225442646178,0.7065741231626413
ctranspath,gigapath,0.7184106877152295,0.3821277501523501
ctranspath,keep,0.8262570595622238,0.5261171336697328
ctranspath,resnet50,0.9730492380613004,0.7477096544336778
ctranspath,uni_v2,0.6719739928560746,0.34003508762565116
gigapath,conch_v1,0.9114870041849747,0.7331918922736207
gigapath,ctranspath,0.9354773636962908,0.709238401560387
gigapath,keep,0.8381787140283399,0.5571312863361375
gigapath,resnet50,0.9700640068716725,0.7200152808945426
gigapath,uni_v2,0.6869122907857084,0.36704941992560225
keep,conch_v1,0.9099740616254647,0.7294227340376012
keep,ctranspath,0.9244193751866734,0.6597881378447858
keep,gigapath,0.7095397053869886,0.3652828267040298
keep,resnet50,0.963021707783571,0.6553210572266019
keep,uni_v2,0.675750660316168,0.3482529764526099
resnet50,conch_v1,0.8543801661230094,0.5776232715076255
resnet50,ctranspath,0.9271915263338283,0.6739430991186617
resnet50,gigapath,0.6890502987253335,0.327873287328599
resnet50,keep,0.7792754430635399,0.4156163075839877
resnet50,uni_v2,0.6338816593249912,0.2762773386823474
uni_v2,conch_v1,0.9190152369082092,0.7544775080747457
uni_v2,ctranspath,0.9356418624943558,0.709023646313619
uni_v2,gigapath,0.732392513446094,0.4094558207010146
uni_v2,keep,0.8514250657731157,0.5905334328664409
uni_v2,resnet50,0.9684544100339805,0.7053774176468539
