,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,1.0,0.9176433402684211,0.923357291135156,0.913279107729672,0.8553032214701712,0.9314950701557609
ctranspath,0.9176433402684211,1.0,0.9388250286805181,0.9134339108575034,0.9051692948809474,0.9395122136049362
gigapath,0.923357291135156,0.9388250286805181,1.0,0.9219685169673445,0.8838916250213786,0.9581080067891001
keep,0.913279107729672,0.9134339108575034,0.9219685169673445,1.0,0.8464898856291954,0.936555959229648
resnet50,0.8553032214701712,0.9051692948809474,0.8838916250213786,0.8464898856291954,1.0,0.8768054748370414
uni_v2,0.9314950701557609,0.9395122136049362,0.9581080067891001,0.936555959229648,0.8768054748370414,1.0
