model,nmse,r2,cosine
gpfm,0.40169657688346816,0.5983034231165318,0.7974477910757625
hoptimus0,0.41059587315131096,0.589404126848689,0.8148099793691401
virchow2,0.36927083223531776,0.6307291677646822,0.8462101064365146
