,gpfm,hoptimus0,virchow2
gpfm,1.0,0.7456717724673624,0.7696034074341173
hoptimus0,0.7456717724673624,1.0,0.7133756103377945
virchow2,0.7696034074341173,0.7133756103377945,1.0
