,gpfm,hoptimus0,virchow2
gpfm,1.0,0.9545244480565774,0.9534358860170473
hoptimus0,0.9545244480565774,1.0,0.9392235331757804
virchow2,0.9534358860170473,0.9392235331757804,1.0
