model,nmse,r2,cosine
gpfm,0.3642910440247305,0.6357089559752696,0.8159999585829592
hoptimus0,0.3899185695971827,0.6100814304028173,0.8243915639517585
virchow2,0.24765895508593347,0.7523410449140665,0.8970794106089784
