condition,encoders,mil,dim,auc,accuracy,f1,balanced_accuracy,n_test,seconds
single,musk,abmil,1024,0.43529411764705883,0.9550561797752809,0.4885057471264368,0.5,89,12.8
single,musk,transmil,1024,0.39117647058823524,0.9550561797752809,0.4885057471264368,0.5,89,13.5
