,GPFM,H-optimus-0,Virchow2
GPFM,1.0,0.8058817877668164,0.38340069063285964
H-optimus-0,0.8058817877668164,1.0,0.3851705764236991
Virchow2,0.38340069063285964,0.3851705764236991,1.0
