,GPFM,H-optimus-0,Virchow2
GPFM,0.9999999999999997,0.587783218370279,0.6026590285886341
H-optimus-0,0.587783218370279,0.9999999999999997,0.5095908305719838
Virchow2,0.6026590285886341,0.5095908305719838,0.9999999999999997
