,GPFM,H-optimus-0,Virchow2
GPFM,1.0,0.7194872487666202,0.6750510138399463
H-optimus-0,0.7194872487666202,0.9999999999999999,0.6586335299380838
Virchow2,0.6750510138399463,0.6586335299380838,0.9999999999999997
