,GPFM,H-optimus-0,Virchow2
GPFM,1.0,0.724703680516807,0.3482636287732482
H-optimus-0,0.724703680516807,1.0,0.3538845899696294
Virchow2,0.3482636287732482,0.3538845899696294,1.0
