source,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,0.983850660096634,0.8796004775008693,0.6336950389268812,0.7800388994844503,0.9440166520605208,0.6008997142665387
ctranspath,0.85303156467098,0.9572782563321555,0.6742308100704745,0.7689459624766194,0.9622349036216298,0.627456590443658
gigapath,0.8666583336589142,0.9135715276200234,0.760232639177567,0.7880071350310561,0.9589997896171226,0.6472549038375023
keep,0.8611419260854938,0.8810667121733594,0.6396828687573632,0.9175065900346703,0.9438051123673096,0.6143168141316326
resnet50,0.8084017521124275,0.9049955975727142,0.6444070801944494,0.7266165815160706,0.9842059965070524,0.5871031696795883
uni_v2,0.8773069830298357,0.9131748407874253,0.6922808577972196,0.8073410431122664,0.9574113069105258,0.7130913205009297
