source,target,self,cosine,r2,nmse,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10,retrieval_map,retrieval_mrr,retrieval_median_rank,retrieval_ndcg,retrieval_n_query,retrieval_n_database
conch_v1,ctranspath,False,0.8796004775008693,0.4600347881651319,0.5399652118348681,0.4338,0.6972,0.7884,0.5538835247944224,0.5538835247944224,2.0,0.6465754564461799,5000.0,5000.0
conch_v1,gigapath,False,0.6336950389268812,0.20220873182531374,0.7977912681746863,0.1914,0.3948,0.495,0.2922383644696177,0.2922383644696177,11.0,0.41799665613945924,5000.0,5000.0
conch_v1,keep,False,0.7800388994844503,0.3891636300707022,0.6108363699292978,0.3518,0.6042,0.6978,0.4701847720655041,0.4701847720655041,3.0,0.5747827389087377,5000.0,5000.0
conch_v1,resnet50,False,0.9440166520605208,0.4663460415102595,0.5336539584897405,0.1626,0.3792,0.491,0.2707449301264489,0.2707449301264489,11.0,0.40518284572460334,5000.0,5000.0
conch_v1,uni_v2,False,0.6008997142665387,0.2074528717900913,0.7925471282099087,0.1982,0.4264,0.5364,0.310921475069324,0.310921475069324,8.0,0.43953901015744967,5000.0,5000.0
ctranspath,conch_v1,False,0.85303156467098,0.5603120882399368,0.4396879117600632,0.4018,0.6742,0.7678,0.5258732048946045,0.5258732048946045,2.0,0.6238313534927141,5000.0,5000.0
ctranspath,gigapath,False,0.6742308100704745,0.28627910311230553,0.7137208968876945,0.3084,0.5384,0.6292,0.41680160575269565,0.41680160575269565,4.0,0.5268193431512669,5000.0,5000.0
ctranspath,keep,False,0.7689459624766194,0.36594100847069655,0.6340589915293035,0.267,0.5164,0.6208,0.3851287569856058,0.3851287569856058,5.0,0.5038938841743964,5000.0,5000.0
ctranspath,resnet50,False,0.9622349036216298,0.6412629456388148,0.35873705436118525,0.586,0.8002,0.8572,0.6846496262743873,0.6846496262743873,1.0,0.7510625001387268,5000.0,5000.0
ctranspath,uni_v2,False,0.627456590443658,0.25593208695074365,0.7440679130492563,0.2966,0.5394,0.637,0.4100528428002811,0.4100528428002811,4.0,0.5244376291455275,5000.0,5000.0
gigapath,conch_v1,False,0.8666583336589142,0.6085613796123035,0.39143862038769656,0.4274,0.6938,0.7828,0.5483333861445191,0.5483333861445191,2.0,0.6419647667010707,5000.0,5000.0
gigapath,ctranspath,False,0.9135715276200234,0.6130445680916147,0.38695543190838533,0.654,0.8514,0.8986,0.7417912099202892,0.7417912099202892,1.0,0.7976573238756266,5000.0,5000.0
gigapath,keep,False,0.7880071350310561,0.4308206054996788,0.5691793945003212,0.3144,0.5718,0.6638,0.43200684254150273,0.43200684254150273,4.0,0.5426493581791565,5000.0,5000.0
gigapath,resnet50,False,0.9589997896171226,0.6110819770849292,0.38891802291507077,0.3388,0.6166,0.718,0.46766551649453675,0.46766551649453675,3.0,0.5757426805890765,5000.0,5000.0
gigapath,uni_v2,False,0.6472549038375023,0.29991649127978126,0.7000835087202187,0.3198,0.5706,0.6648,0.43710909762245576,0.43710909762245576,4.0,0.5476837693285228,5000.0,5000.0
keep,conch_v1,False,0.8611419260854938,0.5869923891445257,0.4130076108554743,0.4624,0.7206,0.8114,0.5829925577580856,0.5829925577580856,2.0,0.6706512243232456,5000.0,5000.0
keep,ctranspath,False,0.8810667121733594,0.4696245402259037,0.5303754597740963,0.4076,0.6778,0.7764,0.5320473510045997,0.5320473510045997,2.0,0.6291591637675613,5000.0,5000.0
keep,gigapath,False,0.6396828687573632,0.2217040118753063,0.7782959881246937,0.1864,0.386,0.4906,0.2865418568485645,0.2865418568485645,11.0,0.41368601610324074,5000.0,5000.0
keep,resnet50,False,0.9438051123673096,0.46906915726876974,0.5309308427312303,0.1438,0.3338,0.4406,0.24273144680010786,0.24273144680010786,15.0,0.37840310023085677,5000.0,5000.0
keep,uni_v2,False,0.6143168141316326,0.23840460488325932,0.7615953951167407,0.2062,0.4298,0.5368,0.3153859299189603,0.3153859299189603,8.0,0.4435580816272007,5000.0,5000.0
resnet50,conch_v1,False,0.8084017521124275,0.44649183557603334,0.5535081644239667,0.1444,0.3328,0.4368,0.2418362895523439,0.2418362895523439,15.0,0.3771791044274575,5000.0,5000.0
resnet50,ctranspath,False,0.9049955975727142,0.5758760888990746,0.42412391110092534,0.5402,0.7686,0.8356,0.6448424835914495,0.6448424835914495,1.0,0.7191480757562562,5000.0,5000.0
resnet50,gigapath,False,0.6444070801944494,0.23964316583563017,0.7603568341643698,0.145,0.3214,0.4208,0.23501463406346093,0.23501463406346093,17.0,0.36773416527309793,5000.0,5000.0
resnet50,keep,False,0.7266165815160706,0.27539336457752406,0.7246066354224759,0.1006,0.2562,0.3444,0.18118396367593592,0.18118396367593592,29.0,0.3180790755135117,5000.0,5000.0
resnet50,uni_v2,False,0.5871031696795883,0.19246079190956067,0.8075392080904393,0.1258,0.2928,0.3832,0.21273356012526648,0.21273356012526648,22.0,0.34743089668152877,5000.0,5000.0
uni_v2,conch_v1,False,0.8773069830298357,0.6356700311500989,0.3643299688499011,0.482,0.742,0.8236,0.5993727967966405,0.5993727967966405,2.0,0.684073770020299,5000.0,5000.0
uni_v2,ctranspath,False,0.9131748407874253,0.6095635518169713,0.39043644818302875,0.6402,0.856,0.8992,0.736063803673644,0.736063803673644,1.0,0.7936167153134429,5000.0,5000.0
uni_v2,gigapath,False,0.6922808577972196,0.33144387608659553,0.6685561239134045,0.3242,0.5648,0.6578,0.4366743048292501,0.4366743048292501,4.0,0.5443112017998427,5000.0,5000.0
uni_v2,keep,False,0.8073410431122664,0.4777384944102925,0.5222615055897075,0.3752,0.64,0.7366,0.4969772034729198,0.4969772034729198,3.0,0.598739095011692,5000.0,5000.0
