kind,cosine,r2,nmse,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10,retrieval_map,retrieval_mrr,retrieval_median_rank,retrieval_ndcg,retrieval_n_query,retrieval_n_database
cross_model,0.7919231649838306,0.4254224257205996,0.5745775742794005,0.3281,0.5590866666666667,0.6509066666666666,0.4375025112046188,0.4375025112046188,6.7,0.5450736112578575,5000.0,5000.0
self_roundtrip,0.8860275771081682,0.7097321786229207,0.2902678213770793,0.8731,0.9484,0.9683,0.9070984042359256,0.9070984042359256,1.0,0.9275889309050523,5000.0,5000.0
