source,target,cosine,r2
conch_v1,ctranspath,0.9244585060403039,0.6607664135842984
conch_v1,gigapath,0.7032953915407358,0.35309042438852845
conch_v1,keep,0.820162556463538,0.5172439821039436
conch_v1,resnet50,0.9655291815193807,0.6762810760625475
conch_v1,uni_v2,0.6641690982603362,0.32725671225481023
ctranspath,conch_v1,0.8808365037810555,0.6366476278319433
ctranspath,gigapath,0.7163039722344677,0.3764063256594177
ctranspath,keep,0.8125450897186159,0.4911870582215542
ctranspath,resnet50,0.9731365012630129,0.7477240450384528
ctranspath,uni_v2,0.670503422612692,0.3364586010292381
gigapath,conch_v1,0.8852141378160344,0.6509724420637564
gigapath,ctranspath,0.93759213978191,0.7186535950267895
gigapath,keep,0.8181568805111837,0.507272882467859
gigapath,resnet50,0.9711145086425861,0.7291211931191061
gigapath,uni_v2,0.6808413638951839,0.35512149035117613
keep,conch_v1,0.887063626985214,0.6620504443802184
keep,ctranspath,0.9267671486698174,0.67057784151344
keep,gigapath,0.7071036167936285,0.3605939365142301
keep,resnet50,0.9644995338378795,0.6685217211610365
keep,uni_v2,0.6707331128338341,0.339130200143129
resnet50,conch_v1,0.8431882485386197,0.5383319284062067
resnet50,ctranspath,0.9278340684968871,0.6764895691752787
resnet50,gigapath,0.6912937303984575,0.3308316628132948
resnet50,keep,0.7752545366443607,0.4036106572805567
resnet50,uni_v2,0.6371217596081955,0.2806666898833867
uni_v2,conch_v1,0.8898518633465422,0.6636138707691119
uni_v2,ctranspath,0.938378422929843,0.7213303792296885
uni_v2,gigapath,0.7263457321150497,0.3960207060148332
uni_v2,keep,0.8256592165133783,0.5253964081189806
uni_v2,resnet50,0.9699073740214138,0.7184383261170202
