component,eigenvalue,view_agreement
0,5.9666206730055595,0.99443677883426
1,5.932855574020755,0.9888092623367926
2,5.897282181920236,0.9828803636533726
3,5.885984122728654,0.9809973537881089
4,5.851567324660334,0.9752612207767224
5,5.798434562415063,0.9664057604025106
6,5.771638356271424,0.9619397260452374
7,5.757363983159567,0.9595606638599278
8,5.745126001008989,0.9575210001681649
9,5.712173900980435,0.9520289834967391
10,5.699641486215176,0.9499402477025294
11,5.663385075003231,0.9438975125005385
12,5.6398970645604445,0.9399828440934074
13,5.611652647501976,0.9352754412503294
14,5.59872867466844,0.9331214457780733
15,5.577449683694087,0.9295749472823478
16,5.556703602428405,0.9261172670714007
17,5.551409282456834,0.9252348804094724
18,5.531525430583924,0.9219209050973207
19,5.490886738454631,0.9151477897424386
20,5.455512925617536,0.9092521542695894
21,5.4486293818468425,0.9081048969744737
22,5.426654316105019,0.9044423860175032
23,5.4145386960348185,0.902423116005803
24,5.389769897512474,0.8982949829187458
25,5.379191710638515,0.8965319517730858
26,5.358468494399858,0.8930780823999763
27,5.340112772463707,0.8900187954106178
28,5.32950915205848,0.88825152534308
29,5.314317696445627,0.8857196160742712
30,5.288472768696702,0.881412128116117
31,5.264441939345169,0.8774069898908615
32,5.253960001466214,0.875660000244369
33,5.2216272631536205,0.8702712105256034
34,5.208778299198629,0.8681297165331049
35,5.189493390395448,0.864915565065908
36,5.166664688284324,0.8611107813807206
37,5.144057087962345,0.8573428479937242
38,5.130640848938571,0.8551068081564285
39,5.105292601526536,0.8508821002544226
40,5.090110639744931,0.8483517732908218
41,5.06957921232633,0.844929868721055
42,5.0625015423287225,0.8437502570547871
43,5.038504290082007,0.8397507150136678
44,5.018464640294968,0.8364107733824947
45,5.009484765933018,0.834914127655503
46,4.976763680619241,0.8294606134365402
47,4.97026188112599,0.8283769801876649
48,4.946271970736677,0.8243786617894462
49,4.942773292235833,0.8237955487059722
50,4.933572019286673,0.8222620032144455
51,4.896706631747905,0.8161177719579841
52,4.88417804950008,0.81402967491668
53,4.863969683077939,0.8106616138463232
54,4.842614485422861,0.8071024142371436
55,4.831825426266841,0.8053042377111401
56,4.804397639266528,0.8007329398777547
57,4.799014129972459,0.7998356883287432
58,4.786566107971506,0.797761017995251
59,4.772458429441167,0.7954097382401946
60,4.744266700901508,0.790711116816918
61,4.735439821163073,0.7892399701938455
62,4.724364409820826,0.7873940683034709
63,4.711605666285841,0.7852676110476402
