,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,0.9999999999999998,0.6902467484625928,0.6379847877438493,0.7105350811253923,0.6500186945903467
Prov-GigaPath,0.6902467484625928,1.0,0.5979073633849065,0.6018996384356865,0.6846554258476114
KEEP,0.6379847877438493,0.5979073633849065,1.0,0.5233669864415446,0.6404235411082646
ResNet50 (ImageNet),0.7105350811253923,0.6018996384356865,0.5233669864415446,1.0,0.5254135091259473
UNI2-h,0.6500186945903467,0.6846554258476114,0.6404235411082646,0.5254135091259473,1.0
