,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.6359982707691191,0.47826208926587255,0.6296111457353398,0.4943667974260407
Prov-GigaPath,0.6359982707691191,1.0,0.5111521590888948,0.4089161439926678,0.7071283615532098
KEEP,0.47826208926587255,0.5111521590888948,1.0,0.3363319776311478,0.5380115625873112
ResNet50 (ImageNet),0.6296111457353398,0.4089161439926678,0.3363319776311478,0.9999999999999998,0.24354365439489672
UNI2-h,0.4943667974260407,0.7071283615532098,0.5380115625873112,0.24354365439489672,0.9999999999999998
