,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.7101952636558303,0.5587534958409518,0.6410763013632068,0.5901574318108672
Prov-GigaPath,0.7101952636558303,1.0,0.5993707842398407,0.4737780380963719,0.776568906055047
KEEP,0.5587534958409518,0.5993707842398407,1.0,0.36461086744634313,0.6285509530154858
ResNet50 (ImageNet),0.6410763013632068,0.4737780380963719,0.36461086744634313,1.0,0.317271153789034
UNI2-h,0.5901574318108672,0.776568906055047,0.6285509530154858,0.317271153789034,1.0
