,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.6872719231541138,0.5344127400680934,0.5745850264335401,0.5619334740735062
Prov-GigaPath,0.6872719231541138,1.0,0.5834565933900736,0.4273464854652024,0.7705925155146249
KEEP,0.5344127400680934,0.5834565933900736,1.0,0.344590720733028,0.615974088167063
ResNet50 (ImageNet),0.5745850264335401,0.4273464854652024,0.344590720733028,1.0,0.277069484648297
UNI2-h,0.5619334740735062,0.7705925155146249,0.615974088167063,0.277069484648297,1.0
