,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,0.9999999999999998,0.6982996141879136,0.5589505020842216,0.6128322796508445,0.697211241024582
Prov-GigaPath,0.6982996141879136,0.9999999999999997,0.666441110159391,0.5953094152922069,0.6115967657676135
KEEP,0.5589505020842216,0.666441110159391,0.9999999999999998,0.5222331680273982,0.6853367070351901
ResNet50 (ImageNet),0.6128322796508445,0.5953094152922069,0.5222331680273982,0.9999999999999998,0.5830910995368856
UNI2-h,0.697211241024582,0.6115967657676135,0.6853367070351901,0.5830910995368856,0.9999999999999997
