,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.834136856005019,0.7781751792862951,0.8131583732524219,0.81933339685375
Prov-GigaPath,0.834136856005019,1.0,0.7767334173884581,0.6966808031969175,0.8767846594661821
KEEP,0.7781751792862951,0.7767334173884581,1.0,0.6373829184739024,0.8702791975065534
ResNet50 (ImageNet),0.8131583732524219,0.6966808031969175,0.6373829184739024,1.0,0.6572197796447086
UNI2-h,0.81933339685375,0.8767846594661821,0.8702791975065534,0.6572197796447086,1.0
