,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.6024907065620829,0.5306779114164402,0.6520487592818055,0.5844867507801388
Prov-GigaPath,0.6024907065620829,0.9999999999999998,0.5166031921495685,0.4097100572347248,0.685121022272137
KEEP,0.5306779114164402,0.5166031921495685,1.0,0.38587333317316724,0.691059650492004
ResNet50 (ImageNet),0.6520487592818055,0.4097100572347248,0.38587333317316724,1.0,0.35006687705222106
UNI2-h,0.5844867507801388,0.685121022272137,0.691059650492004,0.35006687705222106,1.0
