,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.6472272366511931,0.5448390032389686,0.7084183217161047,0.6288719554764636
Prov-GigaPath,0.6472272366511931,1.0,0.4943258026796071,0.5630245226095855,0.644573105937072
KEEP,0.5448390032389686,0.4943258026796071,1.0,0.399176546537758,0.7260230291156061
ResNet50 (ImageNet),0.7084183217161047,0.5630245226095855,0.399176546537758,1.0,0.43458269631070856
UNI2-h,0.6288719554764636,0.644573105937072,0.7260230291156061,0.43458269631070856,1.0
