,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.6911402527892617,0.6095360111159126,0.7150410385667514,0.6958419436930957
Prov-GigaPath,0.6911402527892617,1.0,0.5543059156311224,0.6250411594100848,0.6955417322869185
KEEP,0.6095360111159126,0.5543059156311224,1.0,0.4249112454931051,0.7879201099341063
ResNet50 (ImageNet),0.7150410385667514,0.6250411594100848,0.4249112454931051,1.0,0.48126791249425965
UNI2-h,0.6958419436930957,0.6955417322869185,0.7879201099341063,0.48126791249425965,1.0
